-0.84	-0.02	0.62	0.86520	-0.49952	0.02181	-0.03778	-1	0.144981	2.82363
-0.87	-0.04	0.61	0.86321	-0.49837	0.04032	-0.06983	-1	0.13197	2.84637
-0.90	-0.06	0.61	0.86002	-0.49653	0.05877	-0.10179	-1	0.139405	2.92954
-0.93	-0.08	0.60	0.85566	-0.49401	0.07714	-0.13361	-1	0.105948	3.07285
-0.96	-0.09	0.58	0.85011	-0.49081	0.09540	-0.16525	-1	0.1171	3.24279
-0.99	-0.11	0.57	0.84340	-0.48694	0.11354	-0.19665	-1	0.104089	3.49586
-1.02	-0.13	0.55	0.83553	-0.48239	0.13152	-0.22779	-1	0.133829	3.43706
-1.05	-0.14	0.53	0.82651	-0.47719	0.14931	-0.25862	-1	0.0966543	3.53532
-1.07	-0.16	0.51	0.81635	-0.47132	0.16690	-0.28909	-1	0.0864312	3.47987
-1.10	-0.17	0.48	0.80507	-0.46481	0.18427	-0.31916	-1	0.16171	3.41834
-1.12	-0.18	0.46	0.79268	-0.45766	0.20137	-0.34879	-1	0.138476	3.38763
-1.14	-0.20	0.43	0.77920	-0.44987	0.21820	-0.37794	-1	0.124535	3.31034
-1.16	-0.21	0.40	0.76466	-0.44147	0.23474	-0.40657	-1	0.109665	3.22288
-1.18	-0.22	0.37	0.74905	-0.43247	0.25094	-0.43465	-1	0.107807	3.11457
-1.19	-0.23	0.34	0.73242	-0.42286	0.26681	-0.46212	-1	0.126394	3.01495
-1.20	-0.23	0.30	0.71478	-0.41268	0.28230	-0.48896	-1	0.105948	2.93277
-1.21	-0.24	0.27	0.69616	-0.40193	0.29741	-0.51513	-1	0.112454	2.97335
-1.22	-0.24	0.23	0.67658	-0.39062	0.31211	-0.54059	-1	0.106877	2.98871
-1.23	-0.25	0.19	0.65607	-0.37878	0.32638	-0.56531	-1	0.0901487	2.80903
-1.23	-0.25	0.16	0.63466	-0.36642	0.34020	-0.58924	-1	0.0836431	2.51986
-0.83	-0.03	0.62	0.92300	-0.38232	0.01669	-0.04030	-1	0.137546	2.47105
-0.86	-0.06	0.61	0.92087	-0.38144	0.03086	-0.07450	-1	0.13197	2.69217
-0.88	-0.08	0.61	0.91748	-0.38003	0.04498	-0.10859	-1	0.126394	3.04248
-0.91	-0.11	0.60	0.91282	-0.37810	0.05904	-0.14254	-1	0.116171	3.28907
-0.93	-0.13	0.58	0.90691	-0.37565	0.07302	-0.17628	-1	0.140335	3.37969
-0.96	-0.16	0.57	0.89975	-0.37269	0.08690	-0.20979	-1	0.142193	3.50978
-0.98	-0.18	0.55	0.89135	-0.36921	0.10066	-0.24301	-1	0.0994424	3.54834
-1.00	-0.20	0.53	0.88172	-0.36522	0.11428	-0.27589	-1	0.137546	3.64217
-1.02	-0.22	0.51	0.87089	-0.36073	0.12774	-0.30840	-1	0.138476	3.73031
-1.04	-0.24	0.48	0.85885	-0.35575	0.14103	-0.34048	-1	0.125465	3.73098
-1.06	-0.26	0.46	0.84564	-0.35027	0.15412	-0.37209	-1	0.08829	3.67513
-1.08	-0.28	0.43	0.83126	-0.34432	0.16701	-0.40319	-1	0.104089	3.70240
-1.09	-0.29	0.40	0.81574	-0.33789	0.17966	-0.43374	-1	0.118959	3.54442
-1.11	-0.31	0.37	0.79909	-0.33100	0.19206	-0.46368	-1	0.123606	3.44683
-1.12	-0.32	0.34	0.78135	-0.32365	0.20421	-0.49300	-1	0.0910781	3.35886
-1.13	-0.33	0.30	0.76253	-0.31585	0.21607	-0.52163	-1	0.120818	3.24478
-1.14	-0.34	0.27	0.74267	-0.30762	0.22763	-0.54954	-1	0.107807	3.21066
-1.14	-0.34	0.23	0.72178	-0.29897	0.23888	-0.57670	-1	0.120818	3.25434
-1.15	-0.35	0.19	0.69990	-0.28991	0.24980	-0.60307	-1	0.0715613	3.08641
-1.15	-0.35	0.16	0.67706	-0.28045	0.26038	-0.62861	-1	0.10316	2.73276
-0.82	-0.04	0.62	0.96501	-0.25857	0.01129	-0.04213	-1	0.1329	2.52348
-0.84	-0.07	0.61	0.96278	-0.25798	0.02087	-0.07789	-1	0.139405	2.79294
-0.86	-0.10	0.61	0.95923	-0.25703	0.03042	-0.11353	-1	0.135688	3.06222
-0.88	-0.13	0.60	0.95436	-0.25572	0.03993	-0.14902	-1	0.110595	3.27658
-0.89	-0.16	0.58	0.94818	-0.25406	0.04939	-0.18431	-1	0.105019	3.43600
-0.91	-0.19	0.57	0.94069	-0.25206	0.05877	-0.21934	-1	0.110595	3.57527
-0.93	-0.22	0.55	0.93191	-0.24971	0.06808	-0.25407	-1	0.140335	3.61996
-0.94	-0.25	0.53	0.92185	-0.24701	0.07729	-0.28845	-1	0.151487	3.70959
-0.96	-0.27	0.51	0.91052	-0.24397	0.08640	-0.32243	-1	0.145911	3.71567
-0.97	-0.30	0.48	0.89794	-0.24060	0.09538	-0.35597	-1	0.137546	3.78425
-0.98	-0.32	0.46	0.88412	-0.23690	0.10424	-0.38902	-1	0.111524	3.81814
-1.00	-0.34	0.43	0.86909	-0.23287	0.11295	-0.42154	-1	0.113383	3.86612
-1.01	-0.36	0.40	0.85286	-0.22852	0.12151	-0.45347	-1	0.118959	3.82448
-1.02	-0.38	0.37	0.83546	-0.22386	0.12990	-0.48479	-1	0.116171	3.83140
-1.03	-0.39	0.34	0.81691	-0.21889	0.13811	-0.51543	-1	0.0957249	3.66411
-1.03	-0.40	0.30	0.79724	-0.21362	0.14613	-0.54537	-1	0.112454	3.56611
-1.04	-0.41	0.27	0.77647	-0.20805	0.15395	-0.57455	-1	0.0947955	3.56323
-1.04	-0.42	0.23	0.75463	-0.20220	0.16156	-0.60295	-1	0.137546	3.52821
-1.05	-0.43	0.19	0.73175	-0.19607	0.16895	-0.63052	-1	0.0994424	3.46546
-1.05	-0.43	0.16	0.70787	-0.18967	0.17610	-0.65722	-1	0.125465	3.12980
-0.81	-0.04	0.62	0.99050	-0.13040	0.00569	-0.04325	-1	0.140335	2.54788
-0.82	-0.08	0.61	0.98822	-0.13010	0.01052	-0.07994	-1	0.129182	2.83051
-0.83	-0.11	0.61	0.98457	-0.12962	0.01534	-0.11653	-1	0.120818	3.02600
-0.84	-0.15	0.60	0.97957	-0.12896	0.02014	-0.15296	-1	0.106877	3.37624
-0.85	-0.18	0.58	0.97323	-0.12813	0.02491	-0.18918	-1	0.155204	3.35794
-0.86	-0.21	0.57	0.96555	-0.12712	0.02964	-0.22513	-1	0.184944	3.48388
-0.87	-0.25	0.55	0.95653	-0.12593	0.03433	-0.26078	-1	0.196097	3.69986
-0.87	-0.28	0.53	0.94621	-0.12457	0.03898	-0.29607	-1	0.200743	3.67142
-0.88	-0.30	0.51	0.93458	-0.12304	0.04357	-0.33095	-1	0.207249	3.77430
-0.89	-0.33	0.48	0.92166	-0.12134	0.04810	-0.36538	-1	0.20539	3.82842
-0.90	-0.36	0.46	0.90748	-0.11947	0.05257	-0.39930	-1	0.208178	3.90096
-0.90	-0.38	0.43	0.89205	-0.11744	0.05696	-0.43268	-1	0.204461	3.87230
-0.91	-0.40	0.40	0.87539	-0.11525	0.06128	-0.46546	-1	0.209108	3.84808
-0.91	-0.42	0.37	0.85753	-0.11290	0.06551	-0.49759	-1	0.210967	3.83178
-0.92	-0.44	0.34	0.83849	-0.11039	0.06965	-0.52905	-1	0.210967	3.73316
-0.92	-0.45	0.30	0.81830	-0.10773	0.07370	-0.55978	-1	0.209108	3.67833
-0.92	-0.46	0.27	0.79698	-0.10492	0.07764	-0.58973	-1	0.194238	3.63302
-0.93	-0.47	0.23	0.77456	-0.10197	0.08148	-0.61888	-1	0.172862	3.71410
-0.93	-0.48	0.19	0.75108	-0.09888	0.08520	-0.64718	-1	0.104089	3.62784
-0.93	-0.48	0.16	0.72657	-0.09565	0.08881	-0.67458	-1	0.101301	3.21191
-0.80	-0.04	0.62	0.99905	0.00000	0.00000	-0.04362	-1	0.140335	2.48706
-0.80	-0.08	0.61	0.99674	0.00000	0.00000	-0.08063	-1	0.109665	2.74305
-0.80	-0.12	0.61	0.99307	0.00000	0.00000	-0.11754	-1	0.109665	3.05421
-0.80	-0.15	0.60	0.98803	0.00000	-0.00000	-0.15428	-1	0.0910781	3.21949
-0.80	-0.19	0.58	0.98163	0.00000	-0.00000	-0.19081	-1	0.182156	3.22670
-0.80	-0.22	0.57	0.97388	0.00000	-0.00000	-0.22708	-1	0.222119	3.35452
-0.80	-0.25	0.55	0.96479	0.00000	-0.00000	-0.26303	-1	0.222119	3.46579
-0.80	-0.28	0.53	0.95437	0.00000	-0.00000	-0.29862	-1	0.223048	3.62986
-0.80	-0.31	0.51	0.94264	0.00000	-0.00000	-0.33381	-1	0.231413	3.79697
-0.80	-0.34	0.48	0.92962	0.00000	-0.00000	-0.36853	-1	0.23513	3.88314
-0.80	-0.37	0.46	0.91531	0.00000	-0.00000	-0.40275	-1	0.227695	3.76613
-0.80	-0.39	0.43	0.89975	0.00000	-0.00000	-0.43641	-1	0.232342	3.80875
-0.80	-0.41	0.40	0.88295	0.00000	-0.00000	-0.46947	-1	0.239777	3.72755
-0.80	-0.43	0.37	0.86493	0.00000	-0.00000	-0.50189	-1	0.23513	3.71180
-0.80	-0.45	0.34	0.84573	0.00000	-0.00000	-0.53361	-1	0.23513	3.72897
-0.80	-0.47	0.30	0.82536	0.00000	-0.00000	-0.56461	-1	0.23513	3.71703
-0.80	-0.48	0.27	0.80386	0.00000	-0.00000	-0.59482	-1	0.224907	3.77936
-0.80	-0.49	0.23	0.78125	0.00000	-0.00000	-0.62422	-1	0.216543	3.78064
-0.80	-0.49	0.19	0.75756	0.00000	-0.00000	-0.65276	-1	0.197026	3.77067
-0.80	-0.50	0.16	0.73284	0.00000	-0.00000	-0.68040	-1	0.156134	3.55011
-0.79	-0.04	0.62	0.99050	0.13040	-0.00569	-0.04325	-1	0.136617	2.45186
-0.78	-0.08	0.61	0.98822	0.13010	-0.01052	-0.07994	-1	0.141264	2.66200
-0.77	-0.11	0.61	0.98457	0.12962	-0.01534	-0.11653	-1	0.125465	2.87381
-0.76	-0.15	0.60	0.97957	0.12896	-0.02014	-0.15296	-1	0.106877	3.10898
-0.75	-0.18	0.58	0.97323	0.12813	-0.02491	-0.18918	-1	0.185874	3.15274
-0.74	-0.21	0.57	0.96555	0.12712	-0.02964	-0.22513	-1	0.230483	3.31146
-0.73	-0.25	0.55	0.95653	0.12593	-0.03433	-0.26078	-1	0.233271	3.39442
-0.73	-0.28	0.53	0.94621	0.12457	-0.03898	-0.29607	-1	0.233271	3.56603
-0.72	-0.30	0.51	0.93458	0.12304	-0.04357	-0.33095	-1	0.237918	3.65149
-0.71	-0.33	0.48	0.92166	0.12134	-0.04810	-0.36538	-1	0.236989	3.77951
-0.70	-0.36	0.46	0.90748	0.11947	-0.05257	-0.39930	-1	0.238848	3.75850
-0.70	-0.38	0.43	0.89205	0.11744	-0.05696	-0.43268	-1	0.23513	3.76220
-0.69	-0.40	0.40	0.87539	0.11525	-0.06128	-0.46546	-1	0.232342	3.52427
-0.69	-0.42	0.37	0.85753	0.11290	-0.06551	-0.49759	-1	0.231413	3.60158
-0.68	-0.44	0.34	0.83849	0.11039	-0.06965	-0.52905	-1	0.226766	3.49099
-0.68	-0.45	0.30	0.81830	0.10773	-0.07370	-0.55978	-1	0.22119	3.48421
-0.68	-0.46	0.27	0.79698	0.10492	-0.07764	-0.58973	-1	0.217472	3.52734
-0.67	-0.47	0.23	0.77456	0.10197	-0.08148	-0.61888	-1	0.219331	3.54684
-0.67	-0.48	0.19	0.75108	0.09888	-0.08520	-0.64718	-1	0.204461	3.59329
-0.67	-0.48	0.16	0.72657	0.09565	-0.08881	-0.67458	-1	0.137546	3.35242
-0.78	-0.04	0.62	0.96501	0.25857	-0.01129	-0.04213	-1	0.128253	2.36186
-0.76	-0.07	0.61	0.96278	0.25798	-0.02087	-0.07789	-1	0.120818	2.75727
-0.74	-0.10	0.61	0.95923	0.25703	-0.03042	-0.11353	-1	0.136617	2.78097
-0.72	-0.13	0.60	0.95436	0.25572	-0.03993	-0.14902	-1	0.135688	2.96852
-0.71	-0.16	0.58	0.94818	0.25406	-0.04939	-0.18431	1	0.138476	3.13027
-0.69	-0.19	0.57	0.94069	0.25206	-0.05877	-0.21934	1	0.207249	3.15687
-0.67	-0.22	0.55	0.93191	0.24971	-0.06808	-0.25407	1	0.223978	3.33770
-0.66	-0.25	0.53	0.92185	0.24701	-0.07729	-0.28845	1	0.226766	3.39592
-0.64	-0.27	0.51	0.91052	0.24397	-0.08640	-0.32243	1	0.226766	3.42661
-0.63	-0.30	0.48	0.89794	0.24060	-0.09538	-0.35597	1	0.231413	3.57470
-0.62	-0.32	0.46	0.88412	0.23690	-0.10424	-0.38902	1	0.231413	3.56816
-0.60	-0.34	0.43	0.86909	0.23287	-0.11295	-0.42154	1	0.229554	3.49850
-0.59	-0.36	0.40	0.85286	0.22852	-0.12151	-0.45347	1	0.227695	3.36346
-0.58	-0.38	0.37	0.83546	0.22386	-0.12990	-0.48479	1	0.23513	3.28611
-0.57	-0.39	0.34	0.81691	0.21889	-0.13811	-0.51543	1	0.227695	3.35484
-0.57	-0.40	0.30	0.79724	0.21362	-0.14613	-0.54537	1	0.224907	3.31818
-0.56	-0.41	0.27	0.77647	0.20805	-0.15395	-0.57455	1	0.222119	3.35826
-0.56	-0.42	0.23	0.75463	0.20220	-0.16156	-0.60295	1	0.22026	3.41196
-0.55	-0.43	0.19	0.73175	0.19607	-0.16895	-0.63052	1	0.210037	3.48032
-0.55	-0.43	0.16	0.70787	0.18967	-0.17610	-0.65722	1	0.126394	3.29700
-0.77	-0.03	0.62	0.92300	0.38232	-0.01669	-0.04030	-1	0.127323	2.31643
-0.74	-0.06	0.61	0.92087	0.38144	-0.03086	-0.07450	-1	0.158922	2.40422
-0.72	-0.08	0.61	0.91748	0.38003	-0.04498	-0.10859	-1	0.134758	2.64303
-0.69	-0.11	0.60	0.91282	0.37810	-0.05904	-0.14254	1	0.138476	2.86774
-0.67	-0.13	0.58	0.90691	0.37565	-0.07302	-0.17628	1	0.131041	2.97118
-0.64	-0.16	0.57	0.89975	0.37269	-0.08690	-0.20979	1	0.112454	3.00842
-0.62	-0.18	0.55	0.89135	0.36921	-0.10066	-0.24301	1	0.181227	3.03614
-0.60	-0.20	0.53	0.88172	0.36522	-0.11428	-0.27589	1	0.20632	3.05766
-0.58	-0.22	0.51	0.87089	0.36073	-0.12774	-0.30840	1	0.207249	3.20526
-0.56	-0.24	0.48	0.85885	0.35575	-0.14103	-0.34048	1	0.209108	3.35960
-0.54	-0.26	0.46	0.84564	0.35027	-0.15412	-0.37209	1	0.210967	3.42426
-0.52	-0.28	0.43	0.83126	0.34432	-0.16701	-0.40319	1	0.211896	3.35017
-0.51	-0.29	0.40	0.81574	0.33789	-0.17966	-0.43374	1	0.211896	3.38006
-0.49	-0.31	0.37	0.79909	0.33100	-0.19206	-0.46368	1	0.22119	3.31725
-0.48	-0.32	0.34	0.78135	0.32365	-0.20421	-0.49300	1	0.210967	3.27379
-0.47	-0.33	0.30	0.76253	0.31585	-0.21607	-0.52163	1	0.213755	3.41077
-0.46	-0.34	0.27	0.74267	0.30762	-0.22763	-0.54954	1	0.20632	3.32296
-0.46	-0.34	0.23	0.72178	0.29897	-0.23888	-0.57670	1	0.202602	3.39818
-0.45	-0.35	0.19	0.69990	0.28991	-0.24980	-0.60307	1	0.184015	3.46774
-0.45	-0.35	0.16	0.67706	0.28045	-0.26038	-0.62861	1	0.160781	3.42393
-0.76	-0.02	0.62	0.86520	0.49952	-0.02181	-0.03778	-1	0.123606	2.17942
-0.73	-0.04	0.61	0.86321	0.49837	-0.04032	-0.06983	-1	0.124535	2.20075
-0.70	-0.06	0.61	0.86002	0.49653	-0.05877	-0.10179	1	0.134758	2.33907
-0.67	-0.08	0.60	0.85566	0.49401	-0.07714	-0.13361	1	0.134758	2.58087
-0.64	-0.09	0.58	0.85011	0.49081	-0.09540	-0.16525	1	0.135688	2.62436
-0.61	-0.11	0.57	0.84340	0.48694	-0.11354	-0.19665	1	0.140335	2.75922
-0.58	-0.13	0.55	0.83553	0.48239	-0.13152	-0.22779	1	0.121747	2.86347
-0.55	-0.14	0.53	0.82651	0.47719	-0.14931	-0.25862	1	0.108736	2.90326
-0.53	-0.16	0.51	0.81635	0.47132	-0.16690	-0.28909	1	0.149628	3.13549
-0.50	-0.17	0.48	0.80507	0.46481	-0.18427	-0.31916	1	0.155204	3.09097
-0.48	-0.18	0.46	0.79268	0.45766	-0.20137	-0.34879	1	0.150558	3.20456
-0.46	-0.20	0.43	0.77920	0.44987	-0.21820	-0.37794	1	0.14777	3.18153
-0.44	-0.21	0.40	0.76466	0.44147	-0.23474	-0.40657	1	0.145911	3.26689
-0.42	-0.22	0.37	0.74905	0.43247	-0.25094	-0.43465	1	0.152416	3.28161
